OSM_ID	Series	Assay	Value	Qualifier	PfaI EC50 (Inh)	Pfal IC50 (GSK)	Pfal IC50 (Syngene)	Pfal IC50 (Dundee)	Pfal IC50 (Avery)	Pfal (K1) IC50 (Avery)	Pfal IC50 (Ralph)	Pfal IC50 (Guy)	Pfal (K1) IC50 (Guy)	Pfal IC50 (Batra)	Pfal (K1) IC50 (Batra)	Pfal (3D7) IC50 (Broad)	Pfal (Dd2) IC50 (Broad)	Canonical_Smiles	InChIKey
OSM-S-370	4	Pfal IC50 (Dundee)	1.995	=				1.995										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCCC45C6C7C8C(C4C68)C57)n23	VWHKKURDRVBXMI-UHFFFAOYSA-N
OSM-S-371	4	Pfal IC50 (Dundee)	0.372	=				0.372										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCC45C6C7C8C(C4C68)C57)n23	RXAWCKZPAXRRNE-UHFFFAOYSA-N
OSM-S-372	4	Pfal IC50 (Dundee)	10	>				>10										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCc4cn(Cc5ccccc5)nn4)n23	MWSSDSZTHFIITL-UHFFFAOYSA-N
OSM-S-373	4	Pfal IC50 (Dundee)	10	>				>10										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCc4cn(nn4)c5ccccc5)n23	JAWVVMAXICVBNV-UHFFFAOYSA-N
OSM-S-374	4	Pfal IC50 (Dundee)	10	>				>10										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCc4cn(nn4)c5cncc(Cl)n5)n23	LHPHPSWVDUENHC-UHFFFAOYSA-N
OSM-S-375	4	Pfal IC50 (Dundee)	10	>				>10										Fc1ccc(CCOc2cncc3nnc(n23)C45C6C7C4C8C5C6C78I)cc1F	XDGWZNAHVCGVML-UHFFFAOYSA-N
OSM-S-376	4	Pfal IC50 (Dundee)	0.803	=				0.803										OC(COc1cncc2nnc(c3ccc(cc3)C#N)n12)c4ccc(F)c(F)c4	HHHWRCNBDNZMPN-UHFFFAOYSA-N
OSM-S-378	4	Pfal IC50 (Dundee)	10	>				>10										CN(C)C(COc1cncc2nnc(c3ccc(cc3)C#N)n12)c4ccc(F)c(F)c4	MQNJSHHRLBVVLU-UHFFFAOYSA-N
OSM-S-379	4	Pfal IC50 (Dundee)	0.398	=	0.191			0.398										FC(F)Oc1ccc(cc1)c2nnc3cncc(C(=O)Nc4ccc(F)c(Cl)c4)n23	WFJPUMPZNOYIKX-UHFFFAOYSA-N
OSM-S-382	4	Pfal IC50 (Dundee)	10	>				>10										FC(F)(F)c1cc(NC(=O)c2cncc3nnc(n23)C45C6C7C4C8C5C6C78I)ccn1	BCBDEZPMCZDSAL-UHFFFAOYSA-N
OSM-S-383	4	Pfal IC50 (Dundee)	0.135	=				0.135										COc1cccc(CCOc2cncc3nnc(c4ccc(OC(F)F)cc4)n23)c1	QAMQLYPPZOESDX-UHFFFAOYSA-N
OSM-S-384	4	Pfal IC50 (Dundee)	0.928	=				0.928										COc1ccc(CCOc2cncc3nnc(c4ccc(OC(F)F)cc4)n23)cc1	LPQFPIUFNNSFCQ-UHFFFAOYSA-N
OSM-S-385	4	Pfal IC50 (Dundee)	8.586	=				8.586										CC(Oc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccc(F)c(F)c4	RNNQYJKGWRNSLV-UHFFFAOYSA-N
OSM-S-386	4	Pfal IC50 (Dundee)	4.801	=				4.801										CC(Oc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccc(cc4)C#N	OXTDVKYGNRAXGV-UHFFFAOYSA-N
OSM-S-389	4	Pfal IC50 (Dundee)	0.189	=				0.189										CN(C)C(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccc(F)c(F)c4	PMIWBIXSAYKRGF-UHFFFAOYSA-N
OSM-S-390	4	Pfal IC50 (Dundee)	0.074	=	0.124			0.074										OC(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccc(F)c(F)c4	BXEWPSCIVPVASC-UHFFFAOYSA-N
OSM-S-391	4	Pfal IC50 (Dundee)	0.35	=				0.35										Fc1ccc(CCOc2cncc3nnc(c4ccc(I)cc4)n23)cc1F	SYOXDOQMLHMQGB-UHFFFAOYSA-N
OSM-S-392	4	Pfal IC50 (Dundee)	0.832	=				0.832										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCC(=O)c4ccc(F)c(F)c4)n23	OPCIMEMUOABUMK-UHFFFAOYSA-N
OSM-S-393	4	Pfal IC50 (Dundee)	0.157	=				0.157										COC(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)(OC)c4ccc(F)c(F)c4	HFRRKTROCJVLKP-UHFFFAOYSA-N
OSM-S-394	4	Pfal IC50 (Dundee)	0.48	=				0.48										FS(F)(F)(F)(F)c1ccc(cc1)c2nnc3cncc(OCCc4ccccc4)n23	PEMORNCGKKXBCP-UHFFFAOYSA-N
OSM-S-395	4	Pfal IC50 (Dundee)	2.15	=				2.15										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCC45CC6CC(CC(C6)C4)C5)n23	BSXLJNOXQMXUOB-CRFYJIHUSA-N
OSM-S-396	4	Pfal IC50 (Dundee)	0.45	=				0.45										CC(Cc1ccccc1)Oc2cncc3nnc(c4ccc(OC(F)F)cc4)n23	HJOHTEUEFDSADX-UHFFFAOYSA-N
OSM-S-397	4	Pfal IC50 (Dundee)	4.8	=				4.8										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCC45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5)n23	PIOOGPDPQVQAFQ-QUXYOMGYSA-N
OSM-S-398	4	Pfal IC50 (Dundee)	0.486	=				0.486										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCC4C[C@@H]5C[C@H]4C=C5)n23	OMOCZBKUEFTIAC-DJIKBVBFSA-N
OSM-S-399	4	Pfal IC50 (Dundee)	1.28	=				1.28										CC1(C)[C@H]2CC=C(CCOc3cncc4nnc(c5ccc(OC(F)F)cc5)n34)[C@@H]1C2	PQILDBPUDLGKJU-WMZOPIPTSA-N
OSM-S-400	4	Pfal IC50 (Dundee)	1.37	=				1.37										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCC(=O)c4ccccc4)n23	MQSMCJANEPVRGE-UHFFFAOYSA-N
OSM-S-401	4	Pfal IC50 (Dundee)	8	=				8										Clc1ccc(c(Cl)c1)c2nnc3cncc(OCC45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5)n23	XRHQAPBKYTXPOW-HBJUSLLUSA-N
OSM-S-402	4	Pfal IC50 (Dundee)	2.53	=				2.53										Clc1ccc(cc1)c2nnc3cncc(OCC45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5)n23	MFXXXMMQULKXIX-GGTBJBEQSA-N
OSM-S-403	4	Pfal IC50 (Dundee)	8.24	=				8.24										CC1(C)[C@H]2CC=C(CCOc3cncc4nnc(c5ccc(Cl)cc5Cl)n34)[C@@H]1C2	OYFPJLPMJIFAIS-YOEHRIQHSA-N
OSM-S-404	4	Pfal IC50 (Dundee)	1.05	=				1.05										CC1(C)[C@H]2CC=C(CCOc3cncc4nnc(c5ccc(Cl)cc5)n34)[C@@H]1C2	BDWPPKIAXRRNII-WMZOPIPTSA-N
OSM-S-405	4	Pfal IC50 (Dundee)	9.55	=				9.55										Clc1ccc(c(Cl)c1)c2nnc3cncc(OCC4C[C@@H]5C[C@H]4C=C5)n23	OLAUIVKJLBCHFE-LAGVYOHYSA-N
OSM-S-406	4	Pfal IC50 (Dundee)	0.62	=				0.62										Clc1ccc(cc1)c2nnc3cncc(OCC4C[C@@H]5C[C@H]4C=C5)n23	OWTVMOKESSEJOP-DJIKBVBFSA-N
OSM-S-407	4	Pfal IC50 (Dundee)	10	>				>10										O=C(Nc1ccncc1)c2cncc3nnc(c4ccccc4)n23	JWMBXLLOVDKXRE-UHFFFAOYSA-N
OSM-S-408	4	Pfal IC50 (Dundee)	10	>				>10										C(Cc1ccccc1)Oc2cncc3nnc(c4ccncc4)n23	BSTOZULDVQMNLS-UHFFFAOYSA-N
OSM-S-409	4	Pfal IC50 (Dundee)	10	>				>10										O\N=C(\COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)/c4ccccc4	VJSBQKQNONLQQJ-QQXSKIMKSA-N
OSM-S-411	4	Pfal IC50 (Dundee)	2.07	=				2.07										[O-][n+]1ccc(NC(=O)c2cncc3nnc(c4ccc(OC(F)F)cc4)n23)cc1C(F)(F)F	HAVDPBNWKHGTHN-UHFFFAOYSA-N
OSM-S-412	4	Pfal IC50 (Dundee)	4.12	=				4.12										OCC(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccc(O)cc4	BCDILCAJSSYWKE-UHFFFAOYSA-N
OSM-S-413	4	Pfal IC50 (Dundee)	10	>				>10										CO[C@@H](COc1cncc2nnc(c3ccc(cc3)C#N)n12)c4ccc(F)c(F)c4	PERKBMZWWUEZNJ-SFHVURJKSA-N
OSM-S-414	4	Pfal IC50 (Dundee)	0.89	=				0.89										CO[C@H](COc1cncc2nnc(c3ccc(cc3)C#N)n12)c4ccc(F)c(F)c4	PERKBMZWWUEZNJ-GOSISDBHSA-N
OSM-S-415	4	Pfal IC50 (Dundee)	2.15	=				2.15										Fc1ccc(CCOc2cncc3nnc(c4ccccc4)n23)cc1F	RGEIFMMWUNGFHD-UHFFFAOYSA-N
OSM-S-418	4	Pfal IC50 (Dundee)	0.05	=				0.05										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCC[C]4BBBBBBBBBB[CH]4)n23	AGPVLTOPROUGPQ-UHFFFAOYSA-N
OSM-S-419	4	Pfal IC50 (Dundee)	1.58	=				1.58										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCC(N4CCOCC4)c5ccccc5)n23	NLNZVWQRJHUCOA-UHFFFAOYSA-N
OSM-S-420	4	Pfal IC50 (Dundee)	10	>				>10										OCc1ccc(COc2cncc3nnc(c4ccc(OC(F)F)cc4)n23)cc1	VIQWBWLDUDXSBJ-UHFFFAOYSA-N
OSM-S-421	4	Pfal IC50 (Dundee)	10	>				>10										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCN4CC5(COC5)C4)n23	CWOUGAWUCYKRFC-UHFFFAOYSA-N
OSM-S-422	4	Pfal IC50 (Dundee)	10	>				>10										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCC4COC4)n23	VMXSRABLXQMXLK-UHFFFAOYSA-N
OSM-S-423	4	Pfal IC50 (Dundee)	0.667	=				0.667										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCC4(OCCO4)c5ccc(F)c(F)c5)n23	UAZNIGDYRZOARG-UHFFFAOYSA-N
OSM-S-424	4	Pfal IC50 (Dundee)	1.9	=				1.9										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCC\C\4=C\BBBBB[BH2][BH2]BB4)n23	GESYGRSUBZRKHD-XFFZJAGNSA-N
OSM-S-430	4	Pfal IC50 (Dundee)	10	>				>10										CCN(CC)C(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccc(F)c(F)c4	FFKUJTSUMDVIQH-UHFFFAOYSA-N
OSM-S-431	4	Pfal IC50 (Dundee)	8.85	=				8.85										CCN(C)C(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccc(F)c(F)c4	XPBTWBXREHLVRP-UHFFFAOYSA-N
OSM-S-432	4	Pfal IC50 (Dundee)	10	>				>10										Fc1ccc(CCOc2cncc3nnc(Br)n23)cc1F	MNOZFILPXCZGRJ-UHFFFAOYSA-N
OSM-S-433	4	Pfal IC50 (Dundee)	1.08	=				1.08										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCC4C5C6CC7C4C8C5CC6C78)n23	XRVKLGJFLBVBHV-UHFFFAOYSA-N
OSM-S-442	4	Pfal IC50 (Dundee)	3.03	=				3.03										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCC4CC4)n23	QIHIEDPHHZEXLP-UHFFFAOYSA-N
OSM-S-486	4	Pfal IC50 (Dundee)	1.15	=				1.15										OCC(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccc(cc4)C(F)(F)F	PDJUGAPLRLVSPE-UHFFFAOYSA-N
OSM-S-494	4	Pfal IC50 (Dundee)	10	>				>10										NC(=O)c1ccc(cc1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	INLVQLIAJLYDGP-UHFFFAOYSA-N
OSM-S-495	4	Pfal IC50 (Dundee)	10	>				>10										NC(=O)c1cccc(c1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	SUVZMBHYRLCWQO-UHFFFAOYSA-N
OSM-S-496	4	Pfal IC50 (Dundee)	3.69	=				3.69										CN(C)C(=O)c1ccc(cc1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	VILLYIKHHVUPAT-UHFFFAOYSA-N
OSM-S-497	4	Pfal IC50 (Dundee)	10	>				>10										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCN4CCNCC4)n23	PLMTYPFHNQBXCS-UHFFFAOYSA-N
OSM-S-498	4	Pfal IC50 (Dundee)	10	>				>10										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCN4CCOCC4)n23	SBJHRXFPKNPJRB-UHFFFAOYSA-N
OSM-S-499	4	Pfal IC50 (Dundee)	10	>				>10										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCN4CCCCC4)n23	VHKQNGVJPUDTLR-UHFFFAOYSA-N
OSM-S-500	4	Pfal IC50 (Dundee)	10	>				>10										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCN4CCCC4)n23	CBYPWHTZBGGIHQ-UHFFFAOYSA-N
OSM-S-501	4	Pfal IC50 (Dundee)	10	>				>10										CC(C)(C)OC(=O)N1CCN(CCOc2cncc3nnc(c4ccc(OC(F)F)cc4)n23)CC1	IQWMJMCFKRFOAK-UHFFFAOYSA-N
OSM-S-503	4	Pfal IC50 (Dundee)	10	>				>10										FC(F)(F)c1ncc(OCCc2ccccc2)n3c(nnc13)c4ccncc4	CRIOEXIRGOUJPE-UHFFFAOYSA-N
OSM-S-504	4	Pfal IC50 (Dundee)	10	>				>10										FC(F)Oc1ccc(cc1)c2nnc3c(ncc(OCCc4ccccc4)n23)C(F)(F)F	JQNJPMCZRDTAFX-UHFFFAOYSA-N
OSM-S-505	4	Pfal IC50 (Dundee)	10	>				>10										Oc1ncc(OCCc2ccccc2)n3c(nnc13)c4ccc(OC(F)F)cc4	AUEFCDYZHUAYCQ-UHFFFAOYSA-N
OSM-S-506	4	Pfal IC50 (Dundee)	10	>				>10										NS(=O)(=O)c1ccc(cc1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	LAEXWQNXYFZJGR-UHFFFAOYSA-N
OSM-S-507	4	Pfal IC50 (Dundee)	10	>				>10										Fc1ccc(CCOc2cncc3nnc(c4ccc(cc4)C(=O)N5CCOCC5)n23)cc1F	UVYBVUBFTPXZED-UHFFFAOYSA-N
OSM-S-508	4	Pfal IC50 (Dundee)	10	>				>10										CN1CCN(CC1)C(=O)c2cccc(c2)c3nnc4cncc(OCCc5ccc(F)c(F)c5)n34	AGXBROZGFUYMOG-UHFFFAOYSA-N
OSM-S-510	4	Pfal IC50 (Dundee)	10	>				>10										CN1CCN(CC1)C(=O)c2ccc(cc2)c3nnc4cncc(OCCc5ccc(F)c(F)c5)n34	KQGRHFCAJKSETG-UHFFFAOYSA-N
OSM-S-511	4	Pfal IC50 (Dundee)	9.8	>				>9.8										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCC4C[C@@H]5C[C@H]4[C@@H]6O[C@H]56)n23	ODZWUXZHRJYWIV-AUENPLLUSA-N
OSM-S-512	4	Pfal IC50 (Dundee)	11	>				>11										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCC4C[C@@H]5C[C@H]4[C@H]6O[C@@H]56)n23	ODZWUXZHRJYWIV-FAXSGNTCSA-N
OSM-S-513	4	Pfal IC50 (Dundee)	1	>				>1										OC12C3C4C1C5C2C3C45CCOc6cncc7nnc(c8ccc(OC(F)F)cc8)n67	LLMZELBAKVZCME-UHFFFAOYSA-N
OSM-S-514	4	Pfal IC50 (Dundee)	3.3	>				>3.3										OC12C3C4C5C(C14)C2(CCOc6cncc7nnc(c8ccc(OC(F)F)cc8)n67)C35	HOJTWLDVMYKZDM-UHFFFAOYSA-N
OSM-S-515	4	Pfal IC50 (Dundee)	3.88	=				3.88										OC(=O)C(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccccc4	FICNFVPYGUTYFV-UHFFFAOYSA-N
OSM-S-516	4	Pfal IC50 (Dundee)	5.19	=	2.96			5.19										FC(F)Oc1ccc(cc1)c2nnc3cncc(Oc4ccc(Cl)cc4)n23	WXNPYOXFQUYIOI-UHFFFAOYSA-N
OSM-S-517	4	Pfal IC50 (Dundee)	19	>				>19										Fc1ccc(CCOc2cncc3nnc(N4CCOCC4)n23)cc1F	BBKXHWRASNHAOR-UHFFFAOYSA-N
OSM-S-518	4	Pfal IC50 (Dundee)	1.51	=				1.51										Fc1ccc(CCOc2cncc3nnc(N4CCC(F)(F)CC4)n23)cc1F	QEKAFCQAHVHCHN-UHFFFAOYSA-N
OSM-S-519	4	Pfal IC50 (Dundee)	8.46	=				8.46										FC1CCN(CC1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	XGYZBGPCRAEWAT-UHFFFAOYSA-N
OSM-S-520	4	Pfal IC50 (Dundee)	2.75	=				2.75										Fc1ccc(CCOc2cncc3nnc(N4CCC(CC4)C(F)(F)F)n23)cc1F	VSNCNIYPDHLNGV-UHFFFAOYSA-N
OSM-S-521	4	Pfal IC50 (Dundee)	25	>				>25										CN1CCN(CC1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	PXDXCQZMCIITIC-UHFFFAOYSA-N
OSM-S-522	4	Pfal IC50 (Dundee)	25	>				>25										CN(C)C(=O)c1cccc(c1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	PWLRVFJPMJABKE-UHFFFAOYSA-N
OSM-S-523	4	Pfal IC50 (Dundee)	25	>				>25										Fc1ccc(CCOc2cncc3nnc(OCCc4ccc(F)c(F)c4)n23)cc1F	PCFGQRSVXZZXPK-UHFFFAOYSA-N
OSM-S-524	4	Pfal IC50 (Dundee)	17	>				>17										Fc1ccc(CCOc2cncc3nnc(c4ccc(cc4)N5CCOCC5)n23)cc1F	YZCOBAJWPPWSFU-UHFFFAOYSA-N
OSM-S-525	4	Pfal IC50 (Dundee)	0.086	=				0.086, 0.127										Fc1ccc(CCOc2cncc3nnc(c4ccc5cc[nH]c5c4)n23)cc1F	VHFREJHLTSVZGA-UHFFFAOYSA-N
OSM-S-525	4	Pfal IC50 (Dundee)	0.127	=				0.086, 0.127										Fc1ccc(CCOc2cncc3nnc(c4ccc5cc[nH]c5c4)n23)cc1F	VHFREJHLTSVZGA-UHFFFAOYSA-N
OSM-S-526	4	Pfal IC50 (Dundee)	13	=				13										Nc1ccc(cc1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	PGJZGRJIPPSPJV-UHFFFAOYSA-N
OSM-S-527	4	Pfal IC50 (Dundee)	20	>				>20										Fc1ccc(CCOc2cncc3nnc(c4ccc(cc4)N5CCCCC5)n23)cc1F	IBAQRAIPMINXCX-UHFFFAOYSA-N
OSM-S-528	4	Pfal IC50 (Dundee)	22	>				>22										Fc1ccc(CCOc2cncc3nnc(c4ccc(cc4)N5CCCC5)n23)cc1F	MKNMPQGWOUWNLB-UHFFFAOYSA-N
OSM-S-529	4	Pfal IC50 (Dundee)	25	>				>25										CC(=O)Nc1ccc(cc1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	PLEIRUOVWBUIKA-UHFFFAOYSA-N
OSM-S-530	4	Pfal IC50 (Dundee)	25	>				>25										CC(=O)Nc1cccc(c1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	DFKJCMXUKUTORD-UHFFFAOYSA-N
OSM-S-531	4	Pfal IC50 (Dundee)	5.53	=				5.53										CN(C)c1ccc(cc1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	DWKVYGNKXDMKJI-UHFFFAOYSA-N
OSM-S-532	4	Pfal IC50 (Dundee)	0.059	=				0.059										OCC(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4cccc(OCc5ccccc5)c4	MNCMMCAPVFCUDR-UHFFFAOYSA-N
OSM-S-533	4	Pfal IC50 (Dundee)	0.382	=				0.382										OCC(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4cccc(O)c4	OKGRHDYGIKFDNY-UHFFFAOYSA-N
OSM-S-535	4	Pfal IC50 (Dundee)	8.6	=				8.6										CC(C)(C)OC(=O)N[C@@H](COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)Cc4ccccc4	SDPYEXOSVNFLTG-LJQANCHMSA-N
OSM-S-536	4	Pfal IC50 (Dundee)	17	=				17										N[C@@H](COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)Cc4ccccc4	FXPPGJNSMWQGRD-MRXNPFEDSA-N
OSM-S-537	4	Pfal IC50 (Dundee)	10	=				10										CC(C)(C)OC(=O)N[C@H](COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)Cc4ccccc4	SDPYEXOSVNFLTG-IBGZPJMESA-N
OSM-S-538	4	Pfal IC50 (Dundee)	2.3	=				2.3										N[C@H](COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)Cc4ccccc4	FXPPGJNSMWQGRD-INIZCTEOSA-N
OSM-S-539	4	Pfal IC50 (Dundee)	11.52	=				11.52										CNc1ccc(cc1)C(CO)COc2cncc3nnc(c4ccc(OC(F)F)cc4)n23	YOPBTMOYZOBXTE-UHFFFAOYSA-N
OSM-S-542	4	Pfal IC50 (Dundee)	25	>				>25										Fc1ccc(CCOc2cncc3nnc(n4cccn4)n23)cc1F	ACHYQCFQKMAIMF-UHFFFAOYSA-N
OSM-S-544	4	Pfal IC50 (Dundee)	25	>				>25										Fc1ccc(CCOc2cncc3nnc(Oc4ccc(Cl)cc4)n23)cc1F	ZAKLZMUOIOUUEH-UHFFFAOYSA-N
OSM-S-545	4	Pfal IC50 (Dundee)	7	=				7										CN(C)c1cccc(c1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	CHKSIGXRRUITRE-UHFFFAOYSA-N
OSM-S-546	4	Pfal IC50 (Dundee)	0.434	=				0.434										Fc1ccc(CCOc2cncc3nnc(c4ccc5c[nH]nc5c4)n23)cc1F	CGVAIQJJRYJQMC-UHFFFAOYSA-N
OSM-S-547	4	Pfal IC50 (Dundee)	4.9	=				4.9										Fc1ccc(CCOc2cncc3nnc(c4cccc5[nH]ccc45)n23)cc1F	BAKHABOPVVJMJZ-UHFFFAOYSA-N
OSM-S-548	4	Pfal IC50 (Dundee)	0.045	=				0.045										Nc1cc(ccc1Cl)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	UUAZLIWHOSTWRP-UHFFFAOYSA-N
OSM-S-549	4	Pfal IC50 (Dundee)	2.8	=				2.8										Nc1cccc(c1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	CQZOPOXKTPBXOH-UHFFFAOYSA-N
OSM-S-550	4	Pfal IC50 (Dundee)	0.144	=				0.144										CCc1ccc(cc1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	GYRZMHSUHLZDJA-UHFFFAOYSA-N
OSM-S-551	4	Pfal IC50 (Dundee)	25	>				>25										OC(=O)c1ccc(cc1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	UMTJNRMURJHRAT-UHFFFAOYSA-N
OSM-S-552	4	Pfal IC50 (Dundee)	25	>				>25										OC(=O)c1cccc(c1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	GYFXXYGBOJTVGJ-UHFFFAOYSA-N
OSM-S-553	4	Pfal IC50 (Dundee)	0.98	=				0.98										[O-][N+](=O)c1ccc(cc1)c2nnc3cncc(OCCc4ccc(F)c(F)c4)n23	ANXKNNLWLQBISN-UHFFFAOYSA-N
OSM-S-554	4	Pfal IC50 (Dundee)	25	>				>25										OC(COc1cncc2nnc(C3CCCNC3)n12)c4ccccc4	SNDLBGDEOQPBOQ-UHFFFAOYSA-N
OSM-S-555	4	Pfal IC50 (Dundee)	25	>				>25										Fc1ccc(CCOc2cncc3nnc(C4CCCNC4)n23)cc1F	DRTAQDBSMNPECX-UHFFFAOYSA-N
OSM-S-556	4	Pfal IC50 (Dundee)	0.659	=				0.659, 0.146										OCC(O)(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccccc4	LVBNVRWXODMMAV-UHFFFAOYSA-N
OSM-S-556	4	Pfal IC50 (Dundee)	0.146	=				0.659, 0.146										OCC(O)(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccccc4	LVBNVRWXODMMAV-UHFFFAOYSA-N
OSM-S-557	4	Pfal IC50 (Dundee)	0.069	=				0.069										OCC(COc1cncc2nnc(c3ccc4cc[nH]c4c3)n12)c5ccccc5	XPFWGOXNOABZNA-UHFFFAOYSA-N
OSM-S-558	4	Pfal IC50 (Dundee)	25	>				>25										CN(C)c1ccc(cc1)C2(COc3cncc4nnc(c5ccc(OC(F)F)cc5)n34)COC(C)(C)O2	QNYUKWXXUMWURS-UHFFFAOYSA-N
OSM-S-559	4	Pfal IC50 (Dundee)	0.149	=				0.149										CC1(C)OCC(COc2cncc3nnc(c4ccc(OC(F)F)cc4)n23)(O1)c5ccc(F)c(F)c5	AUPGROSOGHDOGI-UHFFFAOYSA-N
OSM-S-560	4	Pfal IC50 (Dundee)	0.267	=				0.267, 0.842										OCC(O)(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccc(F)c(F)c4	GXKONCOXFIUYEL-UHFFFAOYSA-N
OSM-S-560	4	Pfal IC50 (Dundee)	0.842	=				0.267, 0.842										OCC(O)(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccc(F)c(F)c4	GXKONCOXFIUYEL-UHFFFAOYSA-N
OSM-S-562	4	Pfal IC50 (Dundee)	0.337	=				0.337										CC1(C)OCC(COc2cncc3nnc(c4ccc(OC(F)F)cc4)n23)(O1)c5ccccc5	VBOKZAGPDKNJEQ-UHFFFAOYSA-N
OSM-S-564	4	Pfal IC50 (Dundee)	0.117	=				0.117										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCC[C]4BBBBBBBB[CH]BB4)n23	BYDBKGSAFBHXHO-UHFFFAOYSA-N
OSM-S-565	4	Pfal IC50 (Dundee)	25	>				>25										OCC(COc1cncc2nnc(c3ccc(OC(F)F)cc3)n12)c4ccccc4OCc5ccccc5	NGZQBMVQKLXCFS-UHFFFAOYSA-N
OSM-S-566	4	Pfal IC50 (Dundee)	3.849	=				3.849										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCc4ccc(OCc5ccccc5)cc4)n23	XFBPGJAKOMHHKZ-UHFFFAOYSA-N
OSM-S-567	4	Pfal IC50 (Dundee)	0.147	=				0.147										FC(F)Oc1ccc(cc1)c2nnc3cncc(OCCc4cccc(OCc5ccccc5)c4)n23	CGZBFPBJKVQMJF-UHFFFAOYSA-N
OSM-S-568	4	Pfal IC50 (Dundee)	25	>				>25										CN(C)c1ccc(cc1)C(O)(CO)COc2cncc3nnc(c4ccc(OC(F)F)cc4)n23	XLVBTEMBQJMBDA-UHFFFAOYSA-N
OSM-S-571	4	Pfal IC50 (Dundee)	1.05	=				1.05										FC(F)Oc1ccc(cc1)c2nnc3cncc(SCCc4ccccc4)n23	GFJJCWGNCVLFNL-UHFFFAOYSA-N
